word,frequency,label
公司,18869,0
付款,18126,1
发票,16121,0
行业,14097,0
电话,13958,1
代开,11719,0
用户,10185,2
登录,9412,2
北京,9274,1
验后,8838,0
元,8495,2
兑换,8489,2
尊敬,8478,2
账户,8405,2
现金,8385,2
积分,8336,2
即将,8322,2
小时,7938,2
分,7452,2
清零,7444,2
到期,7443,2
保真,7416,0
建行,7414,2
建设银行,7414,2
上门服务,6823,1
打扰,6693,1
我行,6069,2
网址,6069,2
酒店,5908,1
模特,5908,1
工商银行,5797,2
长期,5640,0
公寓,5636,1
白领,5484,1
正规,5412,0
满意,5211,1
洋妞,4894,1
低保真,4755,0
工行,4676,2
美女,4640,1
无需,4606,1
定金,4606,1
空姐,4088,1
致电,4074,0
核实,3896,2
微信,3802,0
信用卡,3648,2
用,3451,2
点底,3431,0
高,3377,0
额度,3362,2
中心,3354,2
申请,3353,2
卡,3350,2
提醒您,3345,2
提额,3341,2
近期,3341,2
情况,3341,2
可以,3341,2
提升,3341,2
固定,3341,2
万元,3341,2
详情请,3341,2
增值税,3267,0
诚信,3223,1
提供,3215,1
少妇,3078,1
热线,3056,1
先生,3020,0
三线,3011,1
明星,3011,1
国内外,2966,1
高端,2966,1
海涵,2897,0
学生,2862,1
清纯,2830,1
学妹,2830,1
韩,2830,1
法意,2830,1
俄,2830,1
王经理,2822,0
见谅,2676,1
全国,2669,0
联系电话,2412,0
对外,2308,0
韩欧美,2064,1
多余,1943,0
机打,1937,0
支票,1936,0
兑现,1936,0
工程,1794,0
材料,1730,0
税点,1650,0
广告,1634,0
普通发票,1550,0
年代,1540,0
经理,1475,0
各种,1434,0
常,1337,0
手机网,1322,2
科技,1265,0
及,1252,0
学生妹,1221,1
需要,1211,0
姿色,1199,1
低验,1102,0
停止使用,1092,2
可验,1079,0
服务,1064,0
金发碧眼,1061,1
北影,1061,1
在校学生,1061,1
过,1045,0
可开,1039,0
等等,1027,0
逾期,1015,2
实习,1003,1
护士,1003,1
佳丽,1003,1
餐饮,998,0
低,973,2
恭喜发财,938,0
网上,937,0
验证,931,0
认证,912,0
联系,901,0
查询,882,0
工商,873,2
住宿,872,0
立即,872,2
截止,865,2
清空,865,2
系统,835,2
未,824,3
紧急通知,820,2
经,820,2
检测,820,2
银行卡,820,2
未经,820,2
时,820,2
各地,794,0
张,791,2
常年,764,0
需,733,2
办理,731,2
据,718,2
总行,718,2
新规,718,2
个人账户,718,2
分类,718,2
未分类,718,2
直达,711,2
私密,682,3
短信,680,1
建筑工程,677,0
增值,675,0
请谅解,674,0
类,673,0
国税,647,0
走账,620,0
钱,620,0
联系人,590,0
谢谢,588,0
详询,582,2
乌克兰,580,1
营改,571,0
所有,568,0
会计,527,0
登陆,505,2
咨询电话,492,0
办公用品,490,0
商贸,487,0
现房,471,2
通知,470,2
生态,468,2
普通,458,0
均价,456,2
长,447,0
带,444,0
王,443,0
上网,438,0
各行各业,434,0
首付,427,2
俄罗斯,424,1
各国,424,1
不,419,2
票据,415,0
用后,411,0
發票,398,0
一,393,2
详情,393,2
大盘,390,2
京西,389,2
百亩,389,2
万买,389,2
居,389,2
六里桥,389,2
一切,387,0
租赁,385,0
抵扣,374,0
